Tag	VR	Name	
(0072,006D)	UN	Selector UN Value	
(0072,006E)	ST	Selector ST Value	
(0072,006F)	UC	Selector UC Value	
(0072,0070)	UT	Selector UT Value	
(0072,0071)	UR	Selector UR Value	
(0072,0072)	DS	Selector DS Value	
(0072,0073)	OD	Selector OD Value	
(0072,0074)	FD	Selector FD Value	
(0072,0075)	OL	Selector OL Value	
(0072,0076)	FL	Selector FL Value	
(0072,0078)	UL	Selector UL Value	
(0072,007A)	US	Selector US Value	
(0072,007C)	SL	Selector SL Value	
(0072,007E)	SS	Selector SS Value	
(0072,007F)	UI	Selector UI Value	
(0072,0080)	SQ	Selector Code Sequence Value	
(0072,0100)	US	Number of Screens	
(0072,0102)	SQ	Nominal Screen Definition Sequence	
(0072,0104)	US	Number of Vertical Pixels	
(0072,0106)	US	Number of Horizontal Pixels	
(0072,0108)	FD	Display Environment Spatial Position	
(0072,010A)	US	Screen Minimum Grayscale Bit Depth	
(0072,010C)	US	Screen Minimum Color Bit Depth	
(0072,010E)	US	Application Maximum Repaint Time	
(0072,0200)	SQ	Display Sets Sequence	
(0072,0202)	US	Display Set Number	
(0072,0203)	LO	Display Set Label	
(0072,0204)	US	Display Set Presentation Group	
(0072,0206)	LO	Display Set Presentation Group Description	
(0072,0208)	CS	Partial Data Display Handling	
(0072,0210)	SQ	Synchronized Scrolling Sequence	
(0072,0212)	US	Display Set Scrolling Group	
(0072,0214)	SQ	Navigation Indicator Sequence	
(0072,0216)	US	Navigation Display Set	
(0072,0218)	US	Reference Display Sets	
(0072,0300)	SQ	Image Boxes Sequence	
(0072,0302)	US	Image Box Number	
(0072,0304)	CS	Image Box Layout Type	
(0072,0306)	US	Image Box Tile Horizontal Dimension	
(0072,0308)	US	Image Box Tile Vertical Dimension	
(0072,0310)	CS	Image Box Scroll Direction	
(0072,0312)	CS	Image Box Small Scroll Type	
(0072,0314)	US	Image Box Small Scroll Amount	
(0072,0316)	CS	Image Box Large Scroll Type	
(0072,0318)	US	Image Box Large Scroll Amount	
(0072,0320)	US	Image Box Overlap Priority	
(0072,0330)	FD	Cine Relative to Real-Time	
(0072,0400)	SQ	Filter Operations Sequence	
(0072,0402)	CS	Filter-by Category	
(0072,0404)	CS	Filter-by Attribute Presence	
(0072,0406)	CS	Filter-by Operator	
(0072,0420)	US	Structured Display Background CIELab Value	
(0072,0421)	US	Empty Image Box CIELab Value	
(0072,0422)	SQ	Structured Display Image Box Sequence	
(0072,0424)	SQ	Structured Display Text Box Sequence	
(0072,0427)	SQ	Referenced First Frame Sequence	
(0072,0430)	SQ	Image Box Synchronization Sequence	
(0072,0432)	US	Synchronized Image Box List	
(0072,0434)	CS	Type of Synchronization	
(0072,0500)	CS	Blending Operation Type	
(0072,0510)	CS	Reformatting Operation Type	
(0072,0512)	FD	Reformatting Thickness	
(0072,0514)	FD	Reformatting Interval	
(0072,0516)	CS	Reformatting Operation Initial View Direction	
(0072,0520)	CS	3D Rendering Type	
(0072,0600)	SQ	Sorting Operations Sequence	
(0072,0602)	CS	Sort-by Category	
(0072,0604)	CS	Sorting Direction	
(0072,0700)	CS	Display Set Patient Orientation	
(0072,0702)	CS	VOI Type	
(0072,0704)	CS	Pseudo-Color Type	
(0072,0705)	SQ	Pseudo-Color Palette Instance Reference Sequence	
(0072,0706)	CS	Show Grayscale Inverted	
(0072,0710)	CS	Show Image True Size Flag	
(0072,0712)	CS	Show Graphic Annotation Flag	
(0072,0714)	CS	Show Patient Demographics Flag	
(0072,0716)	CS	Show Acquisition Techniques Flag	
(0072,0717)	CS	Display Set Horizontal Justification	
(0072,0718)	CS	Display Set Vertical Justification	
(0074,0120)	FD	Continuation Start Meterset	
(0074,0121)	FD	Continuation End Meterset	
(0074,1000)	CS	Procedure Step State	
(0074,1002)	SQ	Procedure Step Progress Information Sequence	
(0074,1004)	DS	Procedure Step Progress	
(0074,1006)	ST	Procedure Step Progress Description	
(0074,1008)	SQ	Procedure Step Communications URI Sequence	
(0074,100A)	UR	Contact URI	
(0074,100C)	LO	Contact Display Name	
(0074,100E)	SQ	Procedure Step Discontinuation Reason Code Sequence	
(0074,1020)	SQ	Beam Task Sequence	
(0074,1022)	CS	Beam Task Type	
(0074,1024)	IS	Beam Order Index (Trial)	Retired
(0074,1025)	CS	Autosequence Flag	
(0074,1026)	FD	Table Top Vertical Adjusted Position	
(0074,1027)	FD	Table Top Longitudinal Adjusted Position	
(0074,1028)	FD	Table Top Lateral Adjusted Position	
(0074,102A)	FD	Patient Support Adjusted Angle	
(0074,102B)	FD	Table Top Eccentric Adjusted Angle	
(0074,102C)	FD	Table Top Pitch Adjusted Angle	
(0074,102D)	FD	Table Top Roll Adjusted Angle	
(0074,1030)	SQ	Delivery Verification Image Sequence	
(0074,1032)	CS	Verification Image Timing	
(0074,1034)	CS	Double Exposure Flag	
(0074,1036)	CS	Double Exposure Ordering	
(0074,1038)	DS	Double Exposure Meterset (Trial)	Retired
(0074,103A)	DS	Double Exposure Field Delta (Trial)	Retired
(0074,1040)	SQ	Related Reference RT Image Sequence	
(0074,1042)	SQ	General Machine Verification Sequence	
(0074,1044)	SQ	Conventional Machine Verification Sequence	
(0074,1046)	SQ	Ion Machine Verification Sequence	
(0074,1048)	SQ	Failed Attributes Sequence	
(0074,104A)	SQ	Overridden Attributes Sequence	
(0074,104C)	SQ	Conventional Control Point Verification Sequence	
(0074,104E)	SQ	Ion Control Point Verification Sequence	
(0074,1050)	SQ	Attribute Occurrence Sequence	
(0074,1052)	AT	Attribute Occurrence Pointer	
(0074,1054)	UL	Attribute Item Selector	
(0074,1056)	LO	Attribute Occurrence Private Creator	
(0074,1057)	IS	Selector Sequence Pointer Items	
(0074,1200)	CS	Scheduled Procedure Step Priority	
(0074,1202)	LO	Worklist Label	
(0074,1204)	LO	Procedure Step Label	
(0074,1210)	SQ	Scheduled Processing Parameters Sequence	
(0074,1212)	SQ	Performed Processing Parameters Sequence	
(0074,1216)	SQ	Unified Procedure Step Performed Procedure Sequence	
(0074,1220)	SQ	Related Procedure Step Sequence	Retired
(0074,1222)	LO	Procedure Step Relationship Type	Retired
(0074,1224)	SQ	Replaced Procedure Step Sequence	
(0074,1230)	LO	Deletion Lock	
(0074,1234)	AE	Receiving AE	
(0074,1236)	AE	Requesting AE	
(0074,1238)	LT	Reason for Cancellation	
(0074,1242)	CS	SCP Status	
(0074,1244)	CS	Subscription List Status	
(0074,1246)	CS	Unified Procedure Step List Status	
(0074,1324)	UL	Beam Order Index	
(0074,1338)	FD	Double Exposure Meterset	
(0074,133A)	FD	Double Exposure Field Delta	
(0074,1401)	SQ	Brachy Task Sequence	
(0074,1402)	DS	Continuation Start Total Reference Air Kerma	
(0074,1403)	DS	Continuation End Total Reference Air Kerma	
(0074,1404)	IS	Continuation Pulse Number	
(0074,1405)	SQ	Channel Delivery Order Sequence	
(0074,1406)	IS	Referenced Channel Number	
(0074,1407)	DS	Start Cumulative Time Weight	
(0074,1408)	DS	End Cumulative Time Weight	
(0074,1409)	SQ	Omitted Channel Sequence	
(0074,140A)	CS	Reason for Channel Omission	
(0074,140B)	LO	Reason for Channel Omission Description	
(0074,140C)	IS	Channel Delivery Order Index	
(0074,140D)	SQ	Channel Delivery Continuation Sequence	
(0074,140E)	SQ	Omitted Application Setup Sequence	
(0076,0001)	LO	Implant Assembly Template Name	
(0076,0003)	LO	Implant Assembly Template Issuer	
(0076,0006)	LO	Implant Assembly Template Version	
(0076,0008)	SQ	Replaced Implant Assembly Template Sequence	
(0076,000A)	CS	Implant Assembly Template Type	
(0076,000C)	SQ	Original Implant Assembly Template Sequence	
(0076,000E)	SQ	Derivation Implant Assembly Template Sequence	
(0076,0010)	SQ	Implant Assembly Template Target Anatomy Sequence	
(0076,0020)	SQ	Procedure Type Code Sequence	
(0076,0030)	LO	Surgical Technique	
(0076,0032)	SQ	Component Types Sequence	
(0076,0034)	CS	Component Type Code Sequence	
(0076,0036)	CS	Exclusive Component Type	
(0076,0038)	CS	Mandatory Component Type	
(0076,0040)	SQ	Component Sequence	
(0076,0055)	US	Component ID	
(0076,0060)	SQ	Component Assembly Sequence	
(0076,0070)	US	Component 1 Referenced ID	
(0076,0080)	US	Component 1 Referenced Mating Feature Set ID	
(0076,0090)	US	Component 1 Referenced Mating Feature ID	
(0076,00A0)	US	Component 2 Referenced ID	
(0076,00B0)	US	Component 2 Referenced Mating Feature Set ID	
(0076,00C0)	US	Component 2 Referenced Mating Feature ID	
(0078,0001)	LO	Implant Template Group Name	
(0078,0010)	ST	Implant Template Group Description	
(0078,0020)	LO	Implant Template Group Issuer	
(0078,0024)	LO	Implant Template Group Version	
(0078,0026)	SQ	Replaced Implant Template Group Sequence	
(0078,0028)	SQ	Implant Template Group Target Anatomy Sequence	
(0078,002A)	SQ	Implant Template Group Members Sequence	
(0078,002E)	US	Implant Template Group Member ID	
(0078,0050)	FD	3D Implant Template Group Member Matching Point	
(0078,0060)	FD	3D Implant Template Group Member Matching Axes	
(0078,0070)	SQ	Implant Template Group Member Matching 2D Coordinates Sequence	
(0078,0090)	FD	2D Implant Template Group Member Matching Point	
(0078,00A0)	FD	2D Implant Template Group Member Matching Axes	
(0078,00B0)	SQ	Implant Template Group Variation Dimension Sequence	
(0078,00B2)	LO	Implant Template Group Variation Dimension Name	
(0078,00B4)	SQ	Implant Template Group Variation Dimension Rank Sequence	
(0078,00B6)	US	Referenced Implant Template Group Member ID	
(0078,00B8)	US	Implant Template Group Variation Dimension Rank	
(0080,0001)	SQ	Surface Scan Acquisition Type Code Sequence	
(0080,0002)	SQ	Surface Scan Mode Code Sequence	
(0080,0003)	SQ	Registration Method Code Sequence	
(0080,0004)	FD	Shot Duration Time	
(0080,0005)	FD	Shot Offset Time	
(0080,0006)	US	Surface Point Presentation Value Data	
(0080,0007)	US	Surface Point Color CIELab Value Data	
(0080,0008)	SQ	UV Mapping Sequence	
(0080,0009)	SH	Texture Label	
(0080,0010)	OF	U Value Data	
(0080,0011)	OF	V Value Data	
(0080,0012)	SQ	Referenced Texture Sequence	
(0080,0013)	SQ	Referenced Surface Data Sequence	
(0082,0001)	CS	Assessment Summary	
(0082,0003)	UT	Assessment Summary Description	
(0082,0004)	SQ	Assessed SOP Instance Sequence	
(0082,0005)	SQ	Referenced Comparison SOP Instance Sequence	
(0082,0006)	UL	Number of Assessment Observations	
(0082,0007)	SQ	Assessment Observations Sequence	
(0082,0008)	CS	Observation Significance	
(0082,000A)	UT	Observation Description	
(0082,000C)	SQ	Structured Constraint Observation Sequence	
(0082,0010)	SQ	Assessed Attribute Value Sequence	
(0082,0016)	LO	Assessment Set ID	
(0082,0017)	SQ	Assessment Requester Sequence	
(0082,0018)	LO	Selector Attribute Name	
(0082,0019)	LO	Selector Attribute Keyword	
(0082,0021)	SQ	Assessment Type Code Sequence	
(0082,0022)	SQ	Observation Basis Code Sequence	
(0082,0023)	LO	Assessment Label	
(0082,0032)	CS	Constraint Type	
(0082,0033)	UT	Specification Selection Guidance	
(0082,0034)	SQ	Constraint Value Sequence	
(0082,0035)	SQ	Recommended Default Value Sequence	
(0082,0036)	CS	Constraint Violation Significance	
(0082,0037)	UT	Constraint Violation Condition	
(0088,0130)	SH	Storage Media File-set ID	
(0088,0140)	UI	Storage Media File-set UID	
(0088,0200)	SQ	Icon Image Sequence	
(0088,0904)	LO	Topic Title	Retired
(0088,0906)	ST	Topic Subject	Retired
(0088,0910)	LO	Topic Author	Retired
(0088,0912)	LO	Topic Keywords	Retired
(0100,0410)	CS	SOP Instance Status	
(0100,0420)	DT	SOP Authorization DateTime	
(0100,0424)	LT	SOP Authorization Comment	
(0100,0426)	LO	Authorization Equipment Certification Number	
(0400,0005)	US	MAC ID Number	
(0400,0010)	UI	MAC Calculation Transfer Syntax UID	
(0400,0015)	CS	MAC Algorithm	
(0400,0020)	AT	Data Elements Signed	
(0400,0100)	UI	Digital Signature UID	
(0400,0105)	DT	Digital Signature DateTime	
(0400,0110)	CS	Certificate Type	
(0400,0115)	OB	Certificate of Signer	
(0400,0120)	OB	Signature	
(0400,0305)	CS	Certified Timestamp Type	
(0400,0310)	OB	Certified Timestamp	
(0400,0315)	FL		Retired
(0400,0401)	SQ	Digital Signature Purpose Code Sequence	
(0400,0402)	SQ	Referenced Digital Signature Sequence	
(0400,0403)	SQ	Referenced SOP Instance MAC Sequence	
(0400,0404)	OB	MAC	
(0400,0500)	SQ	Encrypted Attributes Sequence	
(0400,0510)	UI	Encrypted Content Transfer Syntax UID	
(0400,0520)	OB	Encrypted Content	
(0400,0550)	SQ	Modified Attributes Sequence	
(0400,0561)	SQ	Original Attributes Sequence	
(0400,0562)	DT	Attribute Modification DateTime	
(0400,0563)	LO	Modifying System	
(0400,0564)	LO	Source of Previous Values	
(0400,0565)	CS	Reason for the Attribute Modification	
(1000,xxx0)	US	Escape Triplet	Retired
(1000,xxx1)	US	Run Length Triplet	Retired
(1000,xxx2)	US	Huffman Table Size	Retired
(1000,xxx3)	US	Huffman Table Triplet	Retired
(1000,xxx4)	US	Shift Table Size	Retired
(1000,xxx5)	US	Shift Table Triplet	Retired
(1010,xxxx)	US	Zonal Map	Retired
(2000,0010)	IS	Number of Copies	
(2000,001E)	SQ	Printer Configuration Sequence	
(2000,0020)	CS	Print Priority	
(2000,0030)	CS	Medium Type	
(2000,0040)	CS	Film Destination	
(2000,0050)	LO	Film Session Label	
(2000,0060)	IS	Memory Allocation	
(2000,0061)	IS	Maximum Memory Allocation	
(2000,0062)	CS	Color Image Printing Flag	Retired
(2000,0063)	CS	Collation Flag	Retired
(2000,0065)	CS	Annotation Flag	Retired
(2000,0067)	CS	Image Overlay Flag	Retired
(2000,0069)	CS	Presentation LUT Flag	Retired
(2000,006A)	CS	Image Box Presentation LUT Flag	Retired
(2000,00A0)	US	Memory Bit Depth	
(2000,00A1)	US	Printing Bit Depth	
(2000,00A2)	SQ	Media Installed Sequence	
(2000,00A4)	SQ	Other Media Available Sequence	
(2000,00A8)	SQ	Supported Image Display Formats Sequence	
(2000,0500)	SQ	Referenced Film Box Sequence	
(2000,0510)	SQ	Referenced Stored Print Sequence	Retired
(2010,0010)	ST	Image Display Format	
(2010,0030)	CS	Annotation Display Format ID	
(2010,0040)	CS	Film Orientation	
(2010,0050)	CS	Film Size ID	
(2010,0052)	CS	Printer Resolution ID	
(2010,0054)	CS	Default Printer Resolution ID	
(2010,0060)	CS	Magnification Type	
(2010,0080)	CS	Smoothing Type	
(2010,00A6)	CS	Default Magnification Type	
(2010,00A7)	CS	Other Magnification Types Available	
(2010,00A8)	CS	Default Smoothing Type	
(2010,00A9)	CS	Other Smoothing Types Available	
(2010,0100)	CS	Border Density	
(2010,0110)	CS	Empty Image Density	
(2010,0120)	US	Min Density	
(2010,0130)	US	Max Density	
(2010,0140)	CS	Trim	
(2010,0150)	ST	Configuration Information	
(2010,0152)	LT	Configuration Information Description	
(2010,0154)	IS	Maximum Collated Films	
(2010,015E)	US	Illumination	
(2010,0160)	US	Reflected Ambient Light	
(2010,0376)	DS	Printer Pixel Spacing	
(2010,0500)	SQ	Referenced Film Session Sequence	
(2010,0510)	SQ	Referenced Image Box Sequence	
(2010,0520)	SQ	Referenced Basic Annotation Box Sequence	
(2020,0010)	US	Image Box Position	
(2020,0020)	CS	Polarity	
(2020,0030)	DS	Requested Image Size	
(2020,0040)	CS	Requested Decimate/Crop Behavior	
(2020,0050)	CS	Requested Resolution ID	
(2020,00A0)	CS	Requested Image Size Flag	
(2020,00A2)	CS	Decimate/Crop Result	
(2020,0110)	SQ	Basic Grayscale Image Sequence	
(2020,0111)	SQ	Basic Color Image Sequence	
(2020,0130)	SQ	Referenced Image Overlay Box Sequence	Retired
(2020,0140)	SQ	Referenced VOI LUT Box Sequence	Retired
(2030,0010)	US	Annotation Position	
(2030,0020)	LO	Text String	
(2040,0010)	SQ	Referenced Overlay Plane Sequence	Retired
(2040,0011)	US	Referenced Overlay Plane Groups	Retired
(2040,0020)	SQ	Overlay Pixel Data Sequence	Retired
(2040,0060)	CS	Overlay Magnification Type	Retired
(2040,0070)	CS	Overlay Smoothing Type	Retired
(2040,0072)	CS	Overlay or Image Magnification	Retired
(2040,0074)	US	Magnify to Number of Columns	Retired
(2040,0080)	CS	Overlay Foreground Density	Retired
(2040,0082)	CS	Overlay Background Density	Retired
(2040,0090)	CS	Overlay Mode	Retired
(2040,0100)	CS	Threshold Density	Retired
(2040,0500)	SQ	Referenced Image Box Sequence (Retired)	Retired
(2050,0010)	SQ	Presentation LUT Sequence	
(2050,0020)	CS	Presentation LUT Shape	
(2050,0500)	SQ	Referenced Presentation LUT Sequence	
(2100,0010)	SH	Print Job ID	Retired
(2100,0020)	CS	Execution Status	
(2100,0030)	CS	Execution Status Info	
(2100,0040)	DA	Creation Date	
(2100,0050)	TM	Creation Time	
(2100,0070)	AE	Originator	
(2100,0140)	AE	Destination AE	
(2100,0160)	SH	Owner ID	
(2100,0170)	IS	Number of Films	
(2100,0500)	SQ	Referenced Print Job Sequence (Pull Stored Print)	Retired
(2110,0010)	CS	Printer Status	
(2110,0020)	CS	Printer Status Info	
(2110,0030)	LO	Printer Name	
(2110,0099)	SH	Print Queue ID	Retired
(2120,0010)	CS	Queue Status	Retired
(2120,0050)	SQ	Print Job Description Sequence	Retired
(2120,0070)	SQ	Referenced Print Job Sequence	Retired
(2130,0010)	SQ	Print Management Capabilities Sequence	Retired
(2130,0015)	SQ	Printer Characteristics Sequence	Retired
(2130,0030)	SQ	Film Box Content Sequence	Retired
(2130,0040)	SQ	Image Box Content Sequence	Retired
(2130,0050)	SQ	Annotation Content Sequence	Retired
(2130,0060)	SQ	Image Overlay Box Content Sequence	Retired
(2130,0080)	SQ	Presentation LUT Content Sequence	Retired
(2130,00A0)	SQ	Proposed Study Sequence	Retired
(2130,00C0)	SQ	Original Image Sequence	Retired
(2200,0001)	CS	Label Using Information Extracted From Instances	
(2200,0002)	UT	Label Text	
(2200,0003)	CS	Label Style Selection	
(2200,0004)	LT	Media Disposition	
(2200,0005)	LT	Barcode Value	
(2200,0006)	CS	Barcode Symbology	
(2200,0007)	CS	Allow Media Splitting	
(2200,0008)	CS	Include Non-DICOM Objects	
(2200,0009)	CS	Include Display Application	
(2200,000A)	CS	Preserve Composite Instances After Media Creation	
(2200,000B)	US	Total Number of Pieces of Media Created	
(2200,000C)	LO	Requested Media Application Profile	
(2200,000D)	SQ	Referenced Storage Media Sequence	
(2200,000E)	AT	Failure Attributes	
(2200,000F)	CS	Allow Lossy Compression	
(2200,0020)	CS	Request Priority	
(3002,0002)	SH	RT Image Label	
(3002,0003)	LO	RT Image Name	
(3002,0004)	ST	RT Image Description	
(3002,000A)	CS	Reported Values Origin	
(3002,000C)	CS	RT Image Plane	
(3002,000D)	DS	X-Ray Image Receptor Translation	
(3002,000E)	DS	X-Ray Image Receptor Angle	
(3002,0010)	DS	RT Image Orientation	
(3002,0011)	DS	Image Plane Pixel Spacing	
(3002,0012)	DS	RT Image Position	
(3002,0020)	SH	Radiation Machine Name	
(3002,0022)	DS	Radiation Machine SAD	
(3002,0024)	DS	Radiation Machine SSD	
(3002,0026)	DS	RT Image SID	
(3002,0028)	DS	Source to Reference Object Distance	
(3002,0029)	IS	Fraction Number	
(3002,0030)	SQ	Exposure Sequence	
(3002,0032)	DS	Meterset Exposure	
(3002,0034)	DS	Diaphragm Position	
(3002,0040)	SQ	Fluence Map Sequence	
(3002,0041)	CS	Fluence Data Source	
(3002,0042)	DS	Fluence Data Scale	
(3002,0050)	SQ	Primary Fluence Mode Sequence	
(3002,0051)	CS	Fluence Mode	
(3002,0052)	SH	Fluence Mode ID	
(3004,0001)	CS	DVH Type	
(3004,0002)	CS	Dose Units	
(3004,0004)	CS	Dose Type	
(3004,0005)	CS	Spatial Transform of Dose	
(3004,0006)	LO	Dose Comment	
(3004,0008)	DS	Normalization Point	
(3004,000A)	CS	Dose Summation Type	
(3004,000C)	DS	Grid Frame Offset Vector	
(3004,000E)	DS	Dose Grid Scaling	
(3004,0010)	SQ	RT Dose ROI Sequence	
(3004,0012)	DS	Dose Value	
(3004,0014)	CS	Tissue Heterogeneity Correction	
(3004,0040)	DS	DVH Normalization Point	
(3004,0042)	DS	DVH Normalization Dose Value	
(3004,0050)	SQ	DVH Sequence	
(3004,0052)	DS	DVH Dose Scaling	
(3004,0054)	CS	DVH Volume Units	
(3004,0056)	IS	DVH Number of Bins	
(3004,0058)	DS	DVH Data	
(3004,0060)	SQ	DVH Referenced ROI Sequence	
(3004,0062)	CS	DVH ROI Contribution Type	
(3004,0070)	DS	DVH Minimum Dose	
(3004,0072)	DS	DVH Maximum Dose	
(3004,0074)	DS	DVH Mean Dose	
(3006,0002)	SH	Structure Set Label	
(3006,0004)	LO	Structure Set Name	
(3006,0006)	ST	Structure Set Description	
(3006,0008)	DA	Structure Set Date	
(3006,0009)	TM	Structure Set Time	
(3006,0010)	SQ	Referenced Frame of Reference Sequence	
(3006,0012)	SQ	RT Referenced Study Sequence	
(3006,0014)	SQ	RT Referenced Series Sequence	
(3006,0016)	SQ	Contour Image Sequence	
(3006,0018)	SQ	Predecessor Structure Set Sequence	
(3006,0020)	SQ	Structure Set ROI Sequence	
(3006,0022)	IS	ROI Number	
(3006,0024)	UI	Referenced Frame of Reference UID	
(3006,0026)	LO	ROI Name	
(3006,0028)	ST	ROI Description	
(3006,002A)	IS	ROI Display Color	
(3006,002C)	DS	ROI Volume	
(3006,0030)	SQ	RT Related ROI Sequence	
(3006,0033)	CS	RT ROI Relationship	
(3006,0036)	CS	ROI Generation Algorithm	
(3006,0038)	LO	ROI Generation Description	
(3006,0039)	SQ	ROI Contour Sequence	
(3006,0040)	SQ	Contour Sequence	
(3006,0042)	CS	Contour Geometric Type	
(3006,0044)	DS	Contour Slab Thickness	
(3006,0045)	DS	Contour Offset Vector	
(3006,0046)	IS	Number of Contour Points	
(3006,0048)	IS	Contour Number	
(3006,0049)	IS	Attached Contours	
(3006,0050)	DS	Contour Data	
(3006,0080)	SQ	RT ROI Observations Sequence	
(3006,0082)	IS	Observation Number	
(3006,0084)	IS	Referenced ROI Number	
(3006,0085)	SH	ROI Observation Label	
(3006,0086)	SQ	RT ROI Identification Code Sequence	
(3006,0088)	ST	ROI Observation Description	
(3006,00A0)	SQ	Related RT ROI Observations Sequence	
(3006,00A4)	CS	RT ROI Interpreted Type	
(3006,00A6)	PN	ROI Interpreter	
(3006,00B0)	SQ	ROI Physical Properties Sequence	
(3006,00B2)	CS	ROI Physical Property	
(3006,00B4)	DS	ROI Physical Property Value	
(3006,00B6)	SQ	ROI Elemental Composition Sequence	
(3006,00B7)	US	ROI Elemental Composition Atomic Number	
(3006,00B8)	FL	ROI Elemental Composition Atomic Mass Fraction	
(3006,00B9)	SQ	Additional RT ROI Identification Code Sequence	
(3006,00C0)	SQ	Frame of Reference Relationship Sequence	Retired
(3006,00C2)	UI	Related Frame of Reference UID	Retired
(3006,00C4)	CS	Frame of Reference Transformation Type	Retired
(3006,00C6)	DS	Frame of Reference Transformation Matrix	
(3006,00C8)	LO	Frame of Reference Transformation Comment	
(3008,0010)	SQ	Measured Dose Reference Sequence	
(3008,0012)	ST	Measured Dose Description	
(3008,0014)	CS	Measured Dose Type	
(3008,0016)	DS	Measured Dose Value	
(3008,0020)	SQ	Treatment Session Beam Sequence	
(3008,0021)	SQ	Treatment Session Ion Beam Sequence	
(3008,0022)	IS	Current Fraction Number	
(3008,0024)	DA	Treatment Control Point Date	
(3008,0025)	TM	Treatment Control Point Time	
(3008,002A)	CS	Treatment Termination Status	
(3008,002B)	SH	Treatment Termination Code	
(3008,002C)	CS	Treatment Verification Status	
(3008,0030)	SQ	Referenced Treatment Record Sequence	
(3008,0032)	DS	Specified Primary Meterset	
(3008,0033)	DS	Specified Secondary Meterset	
(3008,0036)	DS	Delivered Primary Meterset	
(3008,0037)	DS	Delivered Secondary Meterset	
(3008,003A)	DS	Specified Treatment Time	
(3008,003B)	DS	Delivered Treatment Time	
(3008,0040)	SQ	Control Point Delivery Sequence	
(3008,0041)	SQ	Ion Control Point Delivery Sequence	
(3008,0042)	DS	Specified Meterset	
(3008,0044)	DS	Delivered Meterset	
(3008,0045)	FL	Meterset Rate Set	
(3008,0046)	FL	Meterset Rate Delivered	
(3008,0047)	FL	Scan Spot Metersets Delivered	
(3008,0048)	DS	Dose Rate Delivered	
(3008,0050)	SQ	Treatment Summary Calculated Dose Reference Sequence	
(3008,0052)	DS	Cumulative Dose to Dose Reference	
(3008,0054)	DA	First Treatment Date	
(3008,0056)	DA	Most Recent Treatment Date	
(3008,005A)	IS	Number of Fractions Delivered	
(3008,0060)	SQ	Override Sequence	
(3008,0061)	AT	Parameter Sequence Pointer	
(3008,0062)	AT	Override Parameter Pointer	
(3008,0063)	IS	Parameter Item Index	
(3008,0064)	IS	Measured Dose Reference Number	
(3008,0065)	AT	Parameter Pointer	
(3008,0066)	ST	Override Reason	
(3008,0068)	SQ	Corrected Parameter Sequence	
(3008,006A)	FL	Correction Value	
(3008,0070)	SQ	Calculated Dose Reference Sequence	
(3008,0072)	IS	Calculated Dose Reference Number	
(3008,0074)	ST	Calculated Dose Reference Description	
(3008,0076)	DS	Calculated Dose Reference Dose Value	
(3008,0078)	DS	Start Meterset	
(3008,007A)	DS	End Meterset	
(3008,0080)	SQ	Referenced Measured Dose Reference Sequence	
(3008,0082)	IS	Referenced Measured Dose Reference Number	
(3008,0090)	SQ	Referenced Calculated Dose Reference Sequence	
(3008,0092)	IS	Referenced Calculated Dose Reference Number	
(3008,00A0)	SQ	Beam Limiting Device Leaf Pairs Sequence	
(3008,00B0)	SQ	Recorded Wedge Sequence	
(3008,00C0)	SQ	Recorded Compensator Sequence	
(3008,00D0)	SQ	Recorded Block Sequence	
(3008,00E0)	SQ	Treatment Summary Measured Dose Reference Sequence	
(3008,00F0)	SQ	Recorded Snout Sequence	
(3008,00F2)	SQ	Recorded Range Shifter Sequence	
(3008,00F4)	SQ	Recorded Lateral Spreading Device Sequence	
(3008,00F6)	SQ	Recorded Range Modulator Sequence	
(3008,0100)	SQ	Recorded Source Sequence	
(3008,0105)	LO	Source Serial Number	
(3008,0110)	SQ	Treatment Session Application Setup Sequence	
(3008,0116)	CS	Application Setup Check	
(3008,0120)	SQ	Recorded Brachy Accessory Device Sequence	
(3008,0122)	IS	Referenced Brachy Accessory Device Number	
(3008,0130)	SQ	Recorded Channel Sequence	
(3008,0132)	DS	Specified Channel Total Time	
(3008,0134)	DS	Delivered Channel Total Time	
(3008,0136)	IS	Specified Number of Pulses	
(3008,0138)	IS	Delivered Number of Pulses	
(3008,013A)	DS	Specified Pulse Repetition Interval	
(3008,013C)	DS	Delivered Pulse Repetition Interval	
(3008,0140)	SQ	Recorded Source Applicator Sequence	
(3008,0142)	IS	Referenced Source Applicator Number	
(3008,0150)	SQ	Recorded Channel Shield Sequence	
(3008,0152)	IS	Referenced Channel Shield Number	
(3008,0160)	SQ	Brachy Control Point Delivered Sequence	
(3008,0162)	DA	Safe Position Exit Date	
(3008,0164)	TM	Safe Position Exit Time	
(3008,0166)	DA	Safe Position Return Date	
(3008,0168)	TM	Safe Position Return Time	
(3008,0171)	SQ	Pulse Specific Brachy Control Point Delivered Sequence	
(3008,0172)	US	Pulse Number	
(3008,0173)	SQ	Brachy Pulse Control Point Delivered Sequence	
(3008,0200)	CS	Current Treatment Status	
(3008,0202)	ST	Treatment Status Comment	
(3008,0220)	SQ	Fraction Group Summary Sequence	
(3008,0223)	IS	Referenced Fraction Number	
(3008,0224)	CS	Fraction Group Type	
(3008,0230)	CS	Beam Stopper Position	
(3008,0240)	SQ	Fraction Status Summary Sequence	
(3008,0250)	DA	Treatment Date	
(3008,0251)	TM	Treatment Time	
